Date,Datasource,Campaign,Clicks,Impressions
06.01.2019,Google Analytics,New General Campaign - AUS - Mobile,21,684
06.01.2019,Google Analytics,New General Campaign - AUT - Desktop,13,967
06.01.2019,Google Analytics,New General Campaign - AUT - Mobile,18,564
06.01.2019,Google Analytics,New General Campaign - BEL - Desktop,9,143
06.01.2019,Google Analytics,New General Campaign - BEL - Mobile,8,97
06.01.2019,Google Analytics,New General Campaign - BUL - Desktop,11,285
06.01.2019,Google Analytics,New General Campaign - BUL - Mobile,18,226
06.01.2019,Google Analytics,New General Campaign - CAN - Desktop,14,526
06.01.2019,Google Analytics,New General Campaign - CAN - Mobile,23,963
06.01.2019,Google Analytics,New General Campaign - CH - Desktop,10,224
06.01.2019,Google Analytics,New General Campaign - CH - Mobile,5,104
06.01.2019,Google Analytics,New General Campaign - CRO - Desktop,5,153
06.01.2019,Google Analytics,New General Campaign - CRO - Mobile,11,290
06.01.2019,Google Analytics,New General Campaign - CZE - Desktop,2,235
06.01.2019,Google Analytics,New General Campaign - CZE - Mobile,5,196
06.01.2019,Google Analytics,New General Campaign - DEN - Desktop,6,175
06.01.2019,Google Analytics,New General Campaign - DEN - Mobile,3,20
06.01.2019,Google Analytics,New General Campaign - ESP - Desktop,8,472
06.01.2019,Google Analytics,New General Campaign - ESP - Mobile,12,239
06.01.2019,Google Analytics,New General Campaign - Europe - Desktop,44,1134
06.01.2019,Google Analytics,New General Campaign - Europe - Mobile,44,774
06.01.2019,Google Analytics,New General Campaign - FIN - Desktop,2,82
06.01.2019,Google Analytics,New General Campaign - FRA - Desktop,22,787
06.01.2019,Google Analytics,New General Campaign - FRA - Mobile,13,258
06.01.2019,Google Analytics,New General Campaign - GER - Desktop,46,1292
06.01.2019,Google Analytics,New General Campaign - GER - Mobile,85,1660
06.01.2019,Google Analytics,New General Campaign - GRE - Desktop,12,357
06.01.2019,Google Analytics,New General Campaign - GRE - Mobile,5,209
06.01.2019,Google Analytics,New General Campaign - HKG - Desktop,3,113
06.01.2019,Google Analytics,New General Campaign - HKG - Mobile,4,48
06.01.2019,Google Analytics,New General Campaign - HUN - Desktop,4,287
06.01.2019,Google Analytics,New General Campaign - HUN - Mobile,5,110
06.01.2019,Google Analytics,New General Campaign - IND - Desktop,41,1217
06.01.2019,Google Analytics,New General Campaign - IND - Mobile,360,3608
06.01.2019,Google Analytics,New General Campaign - IRE - Desktop,4,82
06.01.2019,Google Analytics,New General Campaign - IRE - Mobile,6,191
06.01.2019,Google Analytics,New General Campaign - ISR - Desktop,20,263
06.01.2019,Google Analytics,New General Campaign - ISR - Mobile,11,184
06.01.2019,Google Analytics,New General Campaign - ITA - Desktop,36,967
06.01.2019,Google Analytics,New General Campaign - ITA - Mobile,53,795
06.01.2019,Google Analytics,New General Campaign - JPN - Mobile,6,15
06.01.2019,Google Analytics,New General Campaign - Latin - Desktop,17,826
06.01.2019,Google Analytics,New General Campaign - Latin - Mobile,16,655
06.01.2019,Google Analytics,New General Campaign - MAL - Desktop,15,410
06.01.2019,Google Analytics,New General Campaign - MAL - Mobile,30,730
06.01.2019,Google Analytics,New General Campaign - NEL - Desktop,1,172
06.01.2019,Google Analytics,New General Campaign - NEL - Mobile,6,87
06.01.2019,Google Analytics,New General Campaign - NOR - Desktop,9,198
06.01.2019,Google Analytics,New General Campaign - NOR - Mobile,6,89
06.01.2019,Google Analytics,New General Campaign - NZE - Desktop,3,52
06.01.2019,Google Analytics,New General Campaign - NZE - Mobile,3,42
06.01.2019,Google Analytics,New General Campaign - OMA - Desktop,6,87
06.01.2019,Google Analytics,New General Campaign - OMA - Mobile,4,44
06.01.2019,Google Analytics,New General Campaign - POL - Desktop,24,1023
06.01.2019,Google Analytics,New General Campaign - POL - Mobile,9,170
06.01.2019,Google Analytics,New General Campaign - POR - Desktop,3,190
06.01.2019,Google Analytics,New General Campaign - POR - Mobile,12,1186
06.01.2019,Google Analytics,New General Campaign - Rest - Desktop,98,1429
06.01.2019,Google Analytics,New General Campaign - Rest - Mobile,140,1507
06.01.2019,Google Analytics,New General Campaign - ROM - Desktop,17,773
06.01.2019,Google Analytics,New General Campaign - ROM - Mobile,23,454
06.01.2019,Google Analytics,New General Campaign - RUS - Desktop,4,313
06.01.2019,Google Analytics,New General Campaign - RUS - Mobile,6,163
06.01.2019,Google Analytics,New General Campaign - SAU - Desktop,36,553
06.01.2019,Google Analytics,New General Campaign - SAU - Mobile,41,513
06.01.2019,Google Analytics,New General Campaign - SKO - Desktop,5,95
06.01.2019,Google Analytics,New General Campaign - SLO - Desktop,8,198
06.01.2019,Google Analytics,New General Campaign - SLO - Mobile,3,55
06.01.2019,Google Analytics,New General Campaign - SWE - Desktop,5,216
06.01.2019,Google Analytics,New General Campaign - SWE - Mobile,2,122
06.01.2019,Google Analytics,New General Campaign - TAW - Desktop,8,271
06.01.2019,Google Analytics,New General Campaign - TAW - Mobile,4,71
06.01.2019,Google Analytics,New General Campaign - UAE - Desktop,16,359
06.01.2019,Google Analytics,New General Campaign - UAE - Mobile,20,367
06.01.2019,Google Analytics,New General Campaign - UK - Desktop,40,1997
06.01.2019,Google Analytics,New General Campaign - UK - Mobile,33,495
06.01.2019,Google Analytics,New General Campaign - USA - Desktop,32,1085
06.01.2019,Google Analytics,New General Campaign - USA - Mobile,59,1436
07.01.2019,Facebook Ads,Like Ads,277,2440
07.01.2019,Facebook Ads,Offer Campaigns - Conversions,8544,633611
07.01.2019,Google Adwords,B2B - Leads,12,281
07.01.2019,Google Adwords,GDN Prospecting - App - Prio 1 Offer,32,5719
07.01.2019,Google Adwords,GDN Prospecting - App - Prio 2 Offer,62,8937
07.01.2019,Google Adwords,GDN Prospecting - Desktop - India Offer,21,21448
07.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 1 Offer,41,24556
07.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 2 Offer,11,4549
07.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 3 Offer,24,16935
07.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 4 Offer,121,83114
07.01.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 1 Offer,45,1715
07.01.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2 Offer,19,796
07.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1 Offer,49,32429
07.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2 Offer,81,23586
07.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 3 Offer,143,38556
07.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 4 Offer,278,28839
07.01.2019,Google Adwords,GDN RMKT - App - Prio 1 Offer,3,318
07.01.2019,Google Adwords,GDN RMKT - App - Prio 2 Offer,16,725
07.01.2019,Google Adwords,GDN RMKT - Desktop - India Offer,1,735
07.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 3 Offer,6,1774
07.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 4 Offer,7,1027
07.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 1 Offer,5,173
07.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 2 Offer,21,623
07.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 2 Offer,4,1664
07.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 3 Offer,19,1663
07.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 4 Offer,137,5355
07.01.2019,Google Adwords,New General Campaign - Africa - Desktop,23,535
07.01.2019,Google Adwords,New General Campaign - Africa - Mobile,58,783
07.01.2019,Google Adwords,New General Campaign - Arab - Desktop,2,90
07.01.2019,Google Adwords,New General Campaign - Arab - Mobile,7,83
07.01.2019,Google Adwords,New General Campaign - Asia - Desktop,8,208
07.01.2019,Google Adwords,New General Campaign - Asia - Mobile,13,238
07.01.2019,Google Adwords,New General Campaign - AUS - Desktop,25,1505
07.01.2019,Google Adwords,New General Campaign - AUS - Mobile,16,563
07.01.2019,Google Adwords,New General Campaign - AUT - Desktop,23,799
07.01.2019,Google Adwords,New General Campaign - AUT - Mobile,26,568
07.01.2019,Google Adwords,New General Campaign - BEL - Desktop,5,223
07.01.2019,Google Adwords,New General Campaign - BEL - Mobile,3,93
07.01.2019,Google Adwords,New General Campaign - BUL - Desktop,7,238
07.01.2019,Google Adwords,New General Campaign - BUL - Mobile,15,405
07.01.2019,Google Adwords,New General Campaign - CAN - Desktop,17,589
07.01.2019,Google Adwords,New General Campaign - CAN - Mobile,36,1330
07.01.2019,Google Adwords,New General Campaign - CH - Desktop,8,219
07.01.2019,Google Adwords,New General Campaign - CH - Mobile,4,50
07.01.2019,Google Adwords,New General Campaign - CRO - Desktop,16,272
07.01.2019,Google Adwords,New General Campaign - CRO - Mobile,14,423
07.01.2019,Google Adwords,New General Campaign - CZE - Desktop,6,404
07.01.2019,Google Adwords,New General Campaign - CZE - Mobile,5,205
07.01.2019,Google Adwords,New General Campaign - DEN - Desktop,7,248
07.01.2019,Google Adwords,New General Campaign - DEN - Mobile,2,96
07.01.2019,Google Adwords,New General Campaign - ESP - Desktop,12,854
07.01.2019,Google Adwords,New General Campaign - ESP - Mobile,8,139
07.01.2019,Google Adwords,New General Campaign - Europe - Desktop,36,1581
07.01.2019,Google Adwords,New General Campaign - Europe - Mobile,45,774
07.01.2019,Google Adwords,New General Campaign - FIN - Desktop,5,211
07.01.2019,Google Adwords,New General Campaign - FRA - Desktop,12,528
07.01.2019,Google Adwords,New General Campaign - FRA - Mobile,7,199
07.01.2019,Google Adwords,New General Campaign - GER - Desktop,44,2094
07.01.2019,Google Adwords,New General Campaign - GER - Mobile,59,1482
07.01.2019,Google Adwords,New General Campaign - GRE - Desktop,12,316
07.01.2019,Google Adwords,New General Campaign - GRE - Mobile,7,132
07.01.2019,Google Adwords,New General Campaign - HKG - Desktop,9,209
07.01.2019,Google Adwords,New General Campaign - HKG - Mobile,3,103
07.01.2019,Google Adwords,New General Campaign - HUN - Desktop,5,155
07.01.2019,Google Adwords,New General Campaign - HUN - Mobile,9,148
07.01.2019,Google Adwords,New General Campaign - IND - Desktop,68,2097
07.01.2019,Google Adwords,New General Campaign - IND - Mobile,360,3763
07.01.2019,Google Adwords,New General Campaign - IRE - Desktop,7,159
07.01.2019,Google Adwords,New General Campaign - IRE - Mobile,7,169
07.01.2019,Google Adwords,New General Campaign - ISR - Desktop,9,178
07.01.2019,Google Adwords,New General Campaign - ISR - Mobile,7,97
07.01.2019,Google Adwords,New General Campaign - ITA - Desktop,38,1142
07.01.2019,Google Adwords,New General Campaign - ITA - Mobile,59,1240
07.01.2019,Google Adwords,New General Campaign - JPN - Mobile,1,10
07.01.2019,Google Adwords,New General Campaign - Latin - Desktop,20,2212
07.01.2019,Google Adwords,New General Campaign - Latin - Mobile,30,761
07.01.2019,Google Adwords,New General Campaign - MAL - Desktop,17,558
07.01.2019,Google Adwords,New General Campaign - MAL - Mobile,40,847
07.01.2019,Google Adwords,New General Campaign - NEL - Desktop,7,298
07.01.2019,Google Adwords,New General Campaign - NEL - Mobile,6,90
07.01.2019,Google Adwords,New General Campaign - NOR - Desktop,6,335
07.01.2019,Google Adwords,New General Campaign - NOR - Mobile,4,146
07.01.2019,Google Adwords,New General Campaign - NZE - Mobile,1,41
07.01.2019,Google Adwords,New General Campaign - OMA - Desktop,1,62
07.01.2019,Google Adwords,New General Campaign - OMA - Mobile,5,53
07.01.2019,Google Adwords,New General Campaign - POL - Desktop,12,735
07.01.2019,Google Adwords,New General Campaign - POL - Mobile,10,264
07.01.2019,Google Adwords,New General Campaign - POR - Desktop,4,177
07.01.2019,Google Adwords,New General Campaign - POR - Mobile,7,916
07.01.2019,Google Adwords,New General Campaign - Rest - Desktop,99,1794
07.01.2019,Google Adwords,New General Campaign - Rest - Mobile,155,1778
07.01.2019,Google Adwords,New General Campaign - ROM - Desktop,18,810
07.01.2019,Google Adwords,New General Campaign - ROM - Mobile,27,635
07.01.2019,Google Adwords,New General Campaign - RUS - Desktop,6,408
07.01.2019,Google Adwords,New General Campaign - RUS - Mobile,2,149
07.01.2019,Google Adwords,New General Campaign - SAU - Desktop,18,488
07.01.2019,Google Adwords,New General Campaign - SAU - Mobile,35,520
07.01.2019,Google Adwords,New General Campaign - SKO - Desktop,4,194
07.01.2019,Google Adwords,New General Campaign - SLO - Desktop,4,219
07.01.2019,Google Adwords,New General Campaign - SLO - Mobile,4,151
07.01.2019,Google Adwords,New General Campaign - SWE - Desktop,16,300
07.01.2019,Google Adwords,New General Campaign - SWE - Mobile,9,154
07.01.2019,Google Adwords,New General Campaign - TAW - Desktop,14,555
07.01.2019,Google Adwords,New General Campaign - TAW - Mobile,3,92
07.01.2019,Google Adwords,New General Campaign - UAE - Desktop,24,314
07.01.2019,Google Adwords,New General Campaign - UAE - Mobile,18,450
07.01.2019,Google Adwords,New General Campaign - UK - Desktop,54,2578
07.01.2019,Google Adwords,New General Campaign - UK - Mobile,33,799
07.01.2019,Google Adwords,New General Campaign - USA - Desktop,46,1695
07.01.2019,Google Adwords,New General Campaign - USA - Mobile,59,2009
07.01.2019,Google Adwords,YouTube TrueView Desktop - Prio 1 - Offer,1,647
07.01.2019,Google Adwords,YouTube TrueView Mobile - Prio 1 - Offer,2,529
07.01.2019,Google Analytics,B2B - Leads,12,281
07.01.2019,Google Analytics,GDN Prospecting - App - Prio 1 Offer,32,5719
07.01.2019,Google Analytics,GDN Prospecting - App - Prio 2 Offer,62,8937
07.01.2019,Google Analytics,GDN Prospecting - Desktop - India Offer,21,21448
07.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 1 Offer,41,24556
07.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 2 Offer,11,4549
07.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 3 Offer,24,16935
07.01.2019,Google Analytics,GDN Prospecting - Desktop - Prio 4 Offer,121,83114
07.01.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 1 Offer,45,1715
07.01.2019,Google Analytics,GDN Prospecting - Interstitials - Prio 2 Offer,19,796
07.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 1 Offer,49,32429
07.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 2 Offer,81,23586
07.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 3 Offer,143,38556
07.01.2019,Google Analytics,GDN Prospecting - Mobile - Prio 4 Offer,278,28839
07.01.2019,Google Analytics,GDN RMKT - App - Prio 1 Offer,3,318
07.01.2019,Google Analytics,GDN RMKT - App - Prio 2 Offer,16,725
07.01.2019,Google Analytics,GDN RMKT - Desktop - India Offer,1,735
07.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 3 Offer,6,1774
07.01.2019,Google Analytics,GDN RMKT - Desktop - Prio 4 Offer,7,1027
07.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 1 Offer,5,173
07.01.2019,Google Analytics,GDN RMKT - Interstitials - Prio 2 Offer,21,623
07.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 2 Offer,4,1664
07.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 3 Offer,19,1663
07.01.2019,Google Analytics,GDN RMKT - Mobile - Prio 4 Offer,137,5355
07.01.2019,Google Analytics,New General Campaign - Africa - Desktop,23,535
07.01.2019,Google Analytics,New General Campaign - Africa - Mobile,58,783
07.01.2019,Google Analytics,New General Campaign - Arab - Desktop,2,90
07.01.2019,Google Analytics,New General Campaign - Arab - Mobile,7,83
07.01.2019,Google Analytics,New General Campaign - Asia - Desktop,8,208
07.01.2019,Google Analytics,New General Campaign - Asia - Mobile,13,238
07.01.2019,Google Analytics,New General Campaign - AUS - Desktop,25,1505
07.01.2019,Google Analytics,New General Campaign - AUS - Mobile,16,563
07.01.2019,Google Analytics,New General Campaign - AUT - Desktop,23,799
07.01.2019,Google Analytics,New General Campaign - AUT - Mobile,26,568
07.01.2019,Google Analytics,New General Campaign - BEL - Desktop,5,223
07.01.2019,Google Analytics,New General Campaign - BEL - Mobile,3,93
07.01.2019,Google Analytics,New General Campaign - BUL - Desktop,7,238
07.01.2019,Google Analytics,New General Campaign - BUL - Mobile,15,405
07.01.2019,Google Analytics,New General Campaign - CAN - Desktop,17,589
07.01.2019,Google Analytics,New General Campaign - CAN - Mobile,36,1330
07.01.2019,Google Analytics,New General Campaign - CH - Desktop,8,219
07.01.2019,Google Analytics,New General Campaign - CH - Mobile,4,50
07.01.2019,Google Analytics,New General Campaign - CRO - Desktop,16,272
07.01.2019,Google Analytics,New General Campaign - CRO - Mobile,14,423
07.01.2019,Google Analytics,New General Campaign - CZE - Desktop,6,404
07.01.2019,Google Analytics,New General Campaign - CZE - Mobile,5,205
07.01.2019,Google Analytics,New General Campaign - DEN - Desktop,7,248
07.01.2019,Google Analytics,New General Campaign - DEN - Mobile,2,96
07.01.2019,Google Analytics,New General Campaign - ESP - Desktop,12,854
07.01.2019,Google Analytics,New General Campaign - ESP - Mobile,8,139
07.01.2019,Google Analytics,New General Campaign - Europe - Desktop,36,1581
07.01.2019,Google Analytics,New General Campaign - Europe - Mobile,45,774
07.01.2019,Google Analytics,New General Campaign - FIN - Desktop,5,211
07.01.2019,Google Analytics,New General Campaign - FRA - Desktop,12,528
07.01.2019,Google Analytics,New General Campaign - FRA - Mobile,7,199
07.01.2019,Google Analytics,New General Campaign - GER - Desktop,44,2094
07.01.2019,Google Analytics,New General Campaign - GER - Mobile,59,1482
07.01.2019,Google Analytics,New General Campaign - GRE - Desktop,12,316
07.01.2019,Google Analytics,New General Campaign - GRE - Mobile,7,132
07.01.2019,Google Analytics,New General Campaign - HKG - Desktop,9,209
07.01.2019,Google Analytics,New General Campaign - HKG - Mobile,3,103
07.01.2019,Google Analytics,New General Campaign - HUN - Desktop,5,155
07.01.2019,Google Analytics,New General Campaign - HUN - Mobile,9,148
07.01.2019,Google Analytics,New General Campaign - IND - Desktop,68,2097
07.01.2019,Google Analytics,New General Campaign - IND - Mobile,360,3763
07.01.2019,Google Analytics,New General Campaign - IRE - Desktop,7,159
07.01.2019,Google Analytics,New General Campaign - IRE - Mobile,7,169
07.01.2019,Google Analytics,New General Campaign - ISR - Desktop,9,178
07.01.2019,Google Analytics,New General Campaign - ISR - Mobile,7,97
07.01.2019,Google Analytics,New General Campaign - ITA - Desktop,38,1142
07.01.2019,Google Analytics,New General Campaign - ITA - Mobile,59,1240
07.01.2019,Google Analytics,New General Campaign - JPN - Mobile,1,10
07.01.2019,Google Analytics,New General Campaign - Latin - Desktop,20,2212
07.01.2019,Google Analytics,New General Campaign - Latin - Mobile,30,761
07.01.2019,Google Analytics,New General Campaign - MAL - Desktop,17,558
07.01.2019,Google Analytics,New General Campaign - MAL - Mobile,40,847
07.01.2019,Google Analytics,New General Campaign - NEL - Desktop,7,298
07.01.2019,Google Analytics,New General Campaign - NEL - Mobile,6,90
07.01.2019,Google Analytics,New General Campaign - NOR - Desktop,6,335
07.01.2019,Google Analytics,New General Campaign - NOR - Mobile,4,146
07.01.2019,Google Analytics,New General Campaign - NZE - Mobile,1,41
07.01.2019,Google Analytics,New General Campaign - OMA - Desktop,1,62
07.01.2019,Google Analytics,New General Campaign - OMA - Mobile,5,53
07.01.2019,Google Analytics,New General Campaign - POL - Desktop,12,735
07.01.2019,Google Analytics,New General Campaign - POL - Mobile,10,264
07.01.2019,Google Analytics,New General Campaign - POR - Desktop,4,177
07.01.2019,Google Analytics,New General Campaign - POR - Mobile,7,916
07.01.2019,Google Analytics,New General Campaign - Rest - Desktop,99,1794
07.01.2019,Google Analytics,New General Campaign - Rest - Mobile,155,1778
07.01.2019,Google Analytics,New General Campaign - ROM - Desktop,18,810
07.01.2019,Google Analytics,New General Campaign - ROM - Mobile,27,635
07.01.2019,Google Analytics,New General Campaign - RUS - Desktop,6,408
07.01.2019,Google Analytics,New General Campaign - RUS - Mobile,2,149
07.01.2019,Google Analytics,New General Campaign - SAU - Desktop,18,488
07.01.2019,Google Analytics,New General Campaign - SAU - Mobile,35,520
07.01.2019,Google Analytics,New General Campaign - SKO - Desktop,4,194
07.01.2019,Google Analytics,New General Campaign - SLO - Desktop,4,219
07.01.2019,Google Analytics,New General Campaign - SLO - Mobile,4,151
07.01.2019,Google Analytics,New General Campaign - SWE - Desktop,16,300
07.01.2019,Google Analytics,New General Campaign - SWE - Mobile,9,154
07.01.2019,Google Analytics,New General Campaign - TAW - Desktop,14,555
07.01.2019,Google Analytics,New General Campaign - TAW - Mobile,3,92
07.01.2019,Google Analytics,New General Campaign - UAE - Desktop,24,314
07.01.2019,Google Analytics,New General Campaign - UAE - Mobile,18,450
07.01.2019,Google Analytics,New General Campaign - UK - Desktop,54,2578
07.01.2019,Google Analytics,New General Campaign - UK - Mobile,33,799
07.01.2019,Google Analytics,New General Campaign - USA - Desktop,46,1695
07.01.2019,Google Analytics,New General Campaign - USA - Mobile,59,2009
07.01.2019,Google Analytics,YouTube TrueView Desktop - Prio 1 - Offer,1,647
07.01.2019,Google Analytics,YouTube TrueView Mobile - Prio 1 - Offer,2,529
07.01.2019,Mailchimp,New Years Offer 2019 | Extension Mail #1,1051,
08.01.2019,Facebook Ads,Like Ads,264,2478
08.01.2019,Facebook Ads,Offer Campaigns - Conversions,10608,795180
08.01.2019,Google Adwords,B2B - Leads,12,305
08.01.2019,Google Adwords,GDN Prospecting - App - Prio 1 Offer,29,5968
08.01.2019,Google Adwords,GDN Prospecting - App - Prio 2 Offer,118,17478
08.01.2019,Google Adwords,GDN Prospecting - Desktop - India Offer,125,113726
08.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 1 Offer,75,60555
08.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 2 Offer,61,39382
08.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 3 Offer,192,112787
08.01.2019,Google Adwords,GDN Prospecting - Desktop - Prio 4 Offer,253,163574
08.01.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 1 Offer,42,1987
08.01.2019,Google Adwords,GDN Prospecting - Interstitials - Prio 2 Offer,254,8657
08.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 1 Offer,55,17470
08.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 2 Offer,475,54858
08.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 3 Offer,144,27681
08.01.2019,Google Adwords,GDN Prospecting - Mobile - Prio 4 Offer,313,18676
08.01.2019,Google Adwords,GDN RMKT - App - Prio 1 Offer,2,529
08.01.2019,Google Adwords,GDN RMKT - App - Prio 2 Offer,13,1025
08.01.2019,Google Adwords,GDN RMKT - Desktop - India Offer,3,2041
08.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 2 Offer,1,1498
08.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 3 Offer,8,2696
08.01.2019,Google Adwords,GDN RMKT - Desktop - Prio 4 Offer,10,1664
08.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 1 Offer,9,271
08.01.2019,Google Adwords,GDN RMKT - Interstitials - Prio 2 Offer,33,667
08.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 2 Offer,20,2532
08.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 3 Offer,23,4076
08.01.2019,Google Adwords,GDN RMKT - Mobile - Prio 4 Offer,149,6983
08.01.2019,Google Adwords,New General Campaign - Africa - Desktop,16,528
08.01.2019,Google Adwords,New General Campaign - Africa - Mobile,57,1183
08.01.2019,Google Adwords,New General Campaign - Arab - Desktop,3,52
08.01.2019,Google Adwords,New General Campaign - Arab - Mobile,7,105
08.01.2019,Google Adwords,New General Campaign - Asia - Desktop,18,245
08.01.2019,Google Adwords,New General Campaign - Asia - Mobile,19,329
08.01.2019,Google Adwords,New General Campaign - AUS - Desktop,37,1332
08.01.2019,Google Adwords,New General Campaign - AUS - Mobile,20,520
08.01.2019,Google Adwords,New General Campaign - AUT - Desktop,19,605
08.01.2019,Google Adwords,New General Campaign - AUT - Mobile,22,628
08.01.2019,Google Adwords,New General Campaign - BEL - Desktop,5,235
08.01.2019,Google Adwords,New General Campaign - BEL - Mobile,7,84
08.01.2019,Google Adwords,New General Campaign - BUL - Desktop,11,356
08.01.2019,Google Adwords,New General Campaign - BUL - Mobile,24,388
08.01.2019,Google Adwords,New General Campaign - CAN - Desktop,10,342
08.01.2019,Google Adwords,New General Campaign - CAN - Mobile,31,1223
08.01.2019,Google Adwords,New General Campaign - CH - Desktop,9,148
08.01.2019,Google Adwords,New General Campaign - CH - Mobile,5,110
08.01.2019,Google Adwords,New General Campaign - CRO - Desktop,3,196
08.01.2019,Google Adwords,New General Campaign - CRO - Mobile,7,284
08.01.2019,Google Adwords,New General Campaign - CZE - Desktop,8,372
08.01.2019,Google Adwords,New General Campaign - CZE - Mobile,7,232
08.01.2019,Google Adwords,New General Campaign - DEN - Desktop,9,268
08.01.2019,Google Adwords,New General Campaign - DEN - Mobile,1,75
08.01.2019,Google Adwords,New General Campaign - ESP - Desktop,13,683
08.01.2019,Google Adwords,New General Campaign - ESP - Mobile,3,268
08.01.2019,Google Adwords,New General Campaign - Europe - Desktop,57,1832
08.01.2019,Google Adwords,New General Campaign - Europe - Mobile,58,979
08.01.2019,Google Adwords,New General Campaign - FIN - Desktop,3,78
08.01.2019,Google Adwords,New General Campaign - FIN - Mobile,3,73
08.01.2019,Google Adwords,New General Campaign - FRA - Desktop,9,350
08.01.2019,Google Adwords,New General Campaign - FRA - Mobile,12,172
08.01.2019,Google Adwords,New General Campaign - GER - Desktop,43,1855
08.01.2019,Google Adwords,New General Campaign - GER - Mobile,70,1738
08.01.2019,Google Adwords,New General Campaign - GRE - Desktop,22,436
08.01.2019,Google Adwords,New General Campaign - GRE - Mobile,10,171
08.01.2019,Google Adwords,New General Campaign - HKG - Desktop,2,177
08.01.2019,Google Adwords,New General Campaign - HKG - Mobile,5,34
08.01.2019,Google Adwords,New General Campaign - HUN - Desktop,5,137
08.01.2019,Google Adwords,New General Campaign - HUN - Mobile,4,123
08.01.2019,Google Adwords,New General Campaign - IND - Desktop,92,2260
08.01.2019,Google Adwords,New General Campaign - IND - Mobile,384,3600
08.01.2019,Google Adwords,New General Campaign - IRE - Desktop,5,174
08.01.2019,Google Adwords,New General Campaign - IRE - Mobile,8,199
08.01.2019,Google Adwords,New General Campaign - ISR - Desktop,8,172
08.01.2019,Google Adwords,New General Campaign - ISR - Mobile,7,132
08.01.2019,Google Adwords,New General Campaign - ITA - Desktop,34,1376
08.01.2019,Google Adwords,New General Campaign - ITA - Mobile,98,1462
08.01.2019,Google Adwords,New General Campaign - Latin - Desktop,39,2381
08.01.2019,Google Adwords,New General Campaign - Latin - Mobile,30,766
08.01.2019,Google Adwords,New General Campaign - MAL - Desktop,16,558
08.01.2019,Google Adwords,New General Campaign - MAL - Mobile,46,877
08.01.2019,Google Adwords,New General Campaign - NEL - Desktop,8,195
08.01.2019,Google Adwords,New General Campaign - NEL - Mobile,3,57
08.01.2019,Google Adwords,New General Campaign - NOR - Desktop,6,306
08.01.2019,Google Adwords,New General Campaign - NOR - Mobile,3,97
08.01.2019,Google Adwords,New General Campaign - NZE - Desktop,2,83
08.01.2019,Google Adwords,New General Campaign - NZE - Mobile,4,53
08.01.2019,Google Adwords,New General Campaign - OMA - Desktop,2,68
08.01.2019,Google Adwords,New General Campaign - OMA - Mobile,5,44
08.01.2019,Google Adwords,New General Campaign - POL - Desktop,15,520
08.01.2019,Google Adwords,New General Campaign - POL - Mobile,14,347
08.01.2019,Google Adwords,New General Campaign - POR - Desktop,9,247
08.01.2019,Google Adwords,New General Campaign - POR - Mobile,6,1031
08.01.2019,Google Adwords,New General Campaign - Rest - Desktop,113,1902
08.01.2019,Google Adwords,New General Campaign - Rest - Mobile,181,1951
08.01.2019,Google Adwords,New General Campaign - ROM - Desktop,20,685
